time,pos_x,pos_y,pos_z,rot_x,rot_y,rot_z
87.63668,0,7.350074,0,0,270,90.00001
87.65336,0,7.376568,0,0,270,90.00001
87.67001,0,7.403028,0,0,270,90.00001
87.68668,0,7.429532,0,0,270,90.00001
87.70333,0,7.455991,0,0,270,90.00001
87.72002,0,7.482505,0,0,270,90.00001
87.73669,0,7.509003,0,0,270,90.00001
87.75334,0,7.535462,0,0,270,90.00001
87.77002,0,7.561962,0,0,270,90.00001
87.7867,0,7.58847,0,0,270,90.00001
87.80335,0,7.614929,0,0,270,90.00001
87.82,0,7.641388,0,0,270,90.00001
87.83669,0,7.667902,0,0,270,90.00001
87.85336,0,7.694392,0,0,270,90.00001
87.87,0,7.720851,0,0,270,90.00001
87.88669,0,7.747364,0,0,270,90.00001
87.90335,0,7.77385,0,0,270,90.00001
87.92001,0,7.80031,0,0,270,90.00001
87.93668,0,7.826822,0,0,270,90.00001
87.95335,0,7.853308,0,0,270,90.00001
87.97,0,7.879767,0,0,270,90.00001
87.98669,0,7.906276,0,0,270,90.00001
88.00333,0,7.932735,0,0,270,90.00001
88.02002,0,7.959247,0,0,270,90.00001
88.03668,0,7.985733,0,0,270,90.00001
88.05335,0,8.012221,0,0,270,90.00001
88.07001,0,8.03868,0,0,270,90.00001
88.08668,0,8.065181,0,0,270,90.00001
88.10333,0,8.09164,0,0,270,90.00001
88.12001,0,8.118149,0,0,270,90.00001
88.13668,0,8.144643,0,0,270,90.00001
88.15335,0,8.171131,0,0,270,90.00001
88.17,0,8.19759,0,0,270,90.00001
88.18669,0,8.224116,0,0,270,90.00001
88.20335,0,8.250575,0,0,270,90.00001
88.22002,0,8.277066,0,0,270,90.00001
88.23666,0,8.303525,0,0,270,90.00001
88.25335,0,8.330035,0,0,270,90.00001
88.27,0,8.356494,0,0,270,90.00001
88.28668,0,8.383005,0,0,270,90.00001
88.30333,0,8.409464,0,0,270,90.00001
88.32001,0,8.435977,0,0,270,90.00001
88.33669,0,8.462472,0,0,270,90.00001
88.35334,0,8.488931,0,0,270,90.00001
88.37002,0,8.515439,0,0,270,90.00001
88.38667,0,8.541898,0,0,270,90.00001
88.40336,0,8.568424,0,0,270,90.00001
88.42001,0,8.594883,0,0,270,90.00001
88.43669,0,8.621392,0,0,270,90.00001
88.45334,0,8.647851,0,0,270,90.00001
88.47002,0,8.67435,0,0,270,90.00001
88.48666,0,8.700809,0,0,270,90.00001
88.50334,0,8.727311,0,0,270,90.00001
88.52,0,8.75377,0,0,270,90.00001
88.53668,0,8.780291,0,0,270,90.00001
88.55333,0,8.806749,0,0,270,90.00001
88.57001,0,8.833253,0,0,270,90.00001
88.58669,0,8.859759,0,0,270,90.00001
88.60334,0,8.886218,0,0,270,90.00001
88.62001,0,8.91271,0,0,270,90.00001
88.63668,0,8.939198,0,0,270,90.00001
88.65333,0,8.965656,0,0,270,90.00001
88.67001,0,8.992171,0,0,270,90.00001
